"key","rule","severity","type","status","resolution","message","component","line","creationDate"
"AZ0gLVe9-pUEN_9mPaY4","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/components/AlertsList.tsx","68","2026-03-24T14:07:48+0000"
"AZ0gLVcu-pUEN_9mPaY3","typescript:S6759","MINOR","CODE_SMELL","OPEN",,"Mark the props of the component as read-only.","salahmostava-sys_muhimmat:frontend/src/components/ui/badge.tsx","25","2026-03-24T14:07:48+0000"
"AZ0gLVY6-pUEN_9mPaY1","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/components/ui/chart.tsx","133","2026-03-24T14:07:48+0000"
"AZ0gLVcb-pUEN_9mPaY2","typescript:S6759","MINOR","CODE_SMELL","OPEN",,"Mark the props of the component as read-only.","salahmostava-sys_muhimmat:frontend/src/components/ui/skeleton.tsx","3","2026-03-24T14:07:48+0000"
"AZ0gLVmW-pUEN_9mPaY_","typescript:S4043","MAJOR","CODE_SMELL","RESOLVED","FIXED","Move this array ""sort"" operation to a separate statement or replace it with ""toSorted"".","salahmostava-sys_muhimmat:frontend/src/pages/Alerts.tsx","401","2026-03-24T14:07:48+0000"
"AZ0gLVmW-pUEN_9mPaZA","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/Alerts.tsx","403","2026-03-24T14:07:48+0000"
"AZ0gLVmW-pUEN_9mPaZB","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/Alerts.tsx","403","2026-03-24T14:07:48+0000"
"AZ0gLVoA-pUEN_9mPaZI","typescript:S6606","MINOR","CODE_SMELL","OPEN",,"Prefer using nullish coalescing operator (`??`) instead of a ternary expression, as it is simpler to read.","salahmostava-sys_muhimmat:frontend/src/pages/Employees.tsx","953","2026-03-24T14:07:48+0000"
"AZ0gLVm7-pUEN_9mPaZC","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'r[mapping.name] || ''' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Fuel.tsx","134","2026-03-24T14:07:48+0000"
"AZ0gLVm7-pUEN_9mPaZD","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'r[mapping.km] || 0' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Fuel.tsx","135","2026-03-24T14:07:48+0000"
"AZ0gLVm7-pUEN_9mPaZE","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'r[mapping.fuel] || 0' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Fuel.tsx","136","2026-03-24T14:07:48+0000"
"AZ0gLVm7-pUEN_9mPaZF","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'r[mapping.notes] || ''' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Fuel.tsx","137","2026-03-24T14:07:48+0000"
"AZ0gLVm7-pUEN_9mPaZG","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/Fuel.tsx","153","2026-03-24T14:07:48+0000"
"AZ0gLVm7-pUEN_9mPaZH","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/Fuel.tsx","254","2026-03-24T14:07:48+0000"
"AZ0gLVoQ-pUEN_9mPaZJ","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/MaintenanceLogs.tsx","251","2026-03-24T14:07:48+0000"
"AZ0gLVoQ-pUEN_9mPaZK","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/MaintenanceLogs.tsx","413","2026-03-24T14:07:48+0000"
"AZ0gLVoQ-pUEN_9mPaZL","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/MaintenanceLogs.tsx","414","2026-03-24T14:07:48+0000"
"AZ0gLVk--pUEN_9mPaY-","typescript:S6551","MINOR","CODE_SMELL","OPEN",,"'row['Ø§ÙØ§Ø³Ù'] || ''' will use Object's default stringification format ('[object Object]') when stringified.","salahmostava-sys_muhimmat:frontend/src/pages/Orders.tsx","305","2026-03-24T14:07:48+0000"
"AZ0gLVie-pUEN_9mPaY5","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","209","2026-03-24T14:07:48+0000"
"AZ0gLVie-pUEN_9mPaY6","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","251","2026-03-24T14:07:48+0000"
"AZ0gLVie-pUEN_9mPaY7","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","260","2026-03-24T14:07:48+0000"
"AZ0gLVie-pUEN_9mPaY8","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","276","2026-03-24T14:07:48+0000"
"AZ0gLVie-pUEN_9mPaY9","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/PlatformAccounts.tsx","678","2026-03-24T14:07:48+0000"
"AZ0gLVpf-pUEN_9mPaZM","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/SalarySchemes.tsx","199","2026-03-24T14:07:48+0000"
"AZ0gLVpf-pUEN_9mPaZN","typescript:S6439","MAJOR","BUG","RESOLVED","FIXED","Convert the conditional to a boolean to avoid leaked value","salahmostava-sys_muhimmat:frontend/src/pages/SalarySchemes.tsx","387","2026-03-24T14:07:48+0000"
"AZ0gLVpf-pUEN_9mPaZO","typescript:S6439","MAJOR","BUG","RESOLVED","FIXED","Convert the conditional to a boolean to avoid leaked value","salahmostava-sys_muhimmat:frontend/src/pages/SalarySchemes.tsx","387","2026-03-24T14:07:48+0000"
"AZ0gHRoP3b07Lomn7V31","typescript:S6772","MAJOR","CODE_SMELL","RESOLVED","FIXED","Ambiguous spacing before next element span","salahmostava-sys_muhimmat:frontend/src/pages/Salaries.tsx","1800","2026-03-24T13:50:32+0000"
"AZ0gD8YrzF9ecMqzpNAR","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/SalarySchemes.tsx","117","2026-03-24T13:35:41+0000"
"AZ0gD8YrzF9ecMqzpNAS","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/SalarySchemes.tsx","245","2026-03-24T13:35:41+0000"
"AZ0f9FXXTb56BCVJRstY","typescript:S2004","CRITICAL","CODE_SMELL","RESOLVED","WONTFIX","Refactor this code to not nest functions more than 4 levels deep.","salahmostava-sys_muhimmat:frontend/src/pages/Salaries.tsx","583","2026-03-24T13:05:43+0000"
"AZ0f9FXXTb56BCVJRstZ","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/Salaries.tsx","679","2026-03-24T13:05:43+0000"
"AZ0f2jHHhSD72ysnPBMH","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/Fuel.tsx","412","2026-03-24T12:37:09+0000"
"AZ0f0yPjTnDBI8HiVf6a","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 26 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324220000_roles_upsert_and_permissions_bootstrap.sql",,"2026-03-24T12:28:19+0000"
"AZ0f0yPjTnDBI8HiVf6d","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 11 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324220000_roles_upsert_and_permissions_bootstrap.sql",,"2026-03-24T12:28:19+0000"
"AZ0f0yPjTnDBI8HiVf6f","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 6 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324220000_roles_upsert_and_permissions_bootstrap.sql",,"2026-03-24T12:28:19+0000"
"AZ0f0yPjTnDBI8HiVf6e","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 5 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324220000_roles_upsert_and_permissions_bootstrap.sql",,"2026-03-24T12:28:19+0000"
"AZ0f0yPjTnDBI8HiVf6Z","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 5 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324220000_roles_upsert_and_permissions_bootstrap.sql",,"2026-03-24T12:28:19+0000"
"AZ0f0yPjTnDBI8HiVf6c","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 5 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324220000_roles_upsert_and_permissions_bootstrap.sql",,"2026-03-24T12:28:19+0000"
"AZ0f0yPjTnDBI8HiVf6g","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 5 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324220000_roles_upsert_and_permissions_bootstrap.sql",,"2026-03-24T12:28:19+0000"
"AZ0f0yPjTnDBI8HiVf6b","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 5 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324220000_roles_upsert_and_permissions_bootstrap.sql",,"2026-03-24T12:28:19+0000"
"AZ0fypsuTaajCSHDW_u8","javascript:S6582","MAJOR","CODE_SMELL","RESOLVED","FIXED","Prefer using an optional chain expression instead, as it's more concise and easier to read.","salahmostava-sys_muhimmat:backend/src/middlewares/authz.js","118","2026-03-24T12:20:14+0000"
"AZ0fypp5TaajCSHDW_u1","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 26 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324213000_seed_roles_permissions_matrix.sql",,"2026-03-24T12:19:33+0000"
"AZ0fypp5TaajCSHDW_u4","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 11 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324213000_seed_roles_permissions_matrix.sql",,"2026-03-24T12:19:33+0000"
"AZ0fypp5TaajCSHDW_u6","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 6 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324213000_seed_roles_permissions_matrix.sql",,"2026-03-24T12:19:33+0000"
"AZ0fypp5TaajCSHDW_u5","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 5 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324213000_seed_roles_permissions_matrix.sql",,"2026-03-24T12:19:33+0000"
"AZ0fypp5TaajCSHDW_u0","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 5 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324213000_seed_roles_permissions_matrix.sql",,"2026-03-24T12:19:33+0000"
"AZ0fypp5TaajCSHDW_u3","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 5 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324213000_seed_roles_permissions_matrix.sql",,"2026-03-24T12:19:33+0000"
"AZ0fypp5TaajCSHDW_u7","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 5 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324213000_seed_roles_permissions_matrix.sql",,"2026-03-24T12:19:33+0000"
"AZ0fypp5TaajCSHDW_u2","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 5 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324213000_seed_roles_permissions_matrix.sql",,"2026-03-24T12:19:33+0000"
"AZ0ft6psbU7bKjPp0H9P","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 8 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324193000_erd_foundation_roles_salary_structure.sql",,"2026-03-24T11:59:34+0000"
"AZ0ft6psbU7bKjPp0H9Q","plsql:S1192","CRITICAL","CODE_SMELL","CLOSED","FIXED","Define a constant instead of duplicating this literal 3 times.","salahmostava-sys_muhimmat:backend/supabase/migrations/20260324193000_erd_foundation_roles_salary_structure.sql",,"2026-03-24T11:59:34+0000"
"AZ0fpU6VvoD1eC86R9sN","typescript:S7735","MINOR","CODE_SMELL","OPEN",,"Unexpected negated condition.","salahmostava-sys_muhimmat:frontend/src/pages/SalarySchemes.tsx","296","2026-03-24T11:39:23+0000"
"AZ0foBle60jVuI3Fpnkm","typescript:S7764","MINOR","CODE_SMELL","OPEN",,"Prefer `globalThis` over `window`.","salahmostava-sys_muhimmat:frontend/src/main.tsx","20","2026-03-24T11:33:41+0000"
"AZ0foBle60jVuI3Fpnkn","typescript:S7764","MINOR","CODE_SMELL","OPEN",,"Prefer `globalThis` over `window`.","salahmostava-sys_muhimmat:frontend/src/main.tsx","23","2026-03-24T11:33:41+0000"
"AZ0foBle60jVuI3Fpnko","typescript:S7764","MINOR","CODE_SMELL","OPEN",,"Prefer `globalThis` over `window`.","salahmostava-sys_muhimmat:frontend/src/main.tsx","27","2026-03-24T11:33:41+0000"
"AZ0fk9raum05iiif7Y0g","typescript:S1854","MAJOR","CODE_SMELL","RESOLVED","FIXED","Remove this useless assignment to variable ""remaining"".","salahmostava-sys_muhimmat:frontend/src/pages/Salaries.tsx","164","2026-03-24T11:20:33+0000"
"AZ0fk9raum05iiif7Y0h","typescript:S1854","MAJOR","CODE_SMELL","RESOLVED","FIXED","Remove this useless assignment to variable ""fmt"".","salahmostava-sys_muhimmat:frontend/src/pages/Salaries.tsx","167","2026-03-24T11:20:33+0000"
"AZ0fk9raum05iiif7Y0i","typescript:S5256","MAJOR","BUG","RESOLVED","FIXED","Add a valid header row or column to this ""<table>"".","salahmostava-sys_muhimmat:frontend/src/pages/Salaries.tsx","250","2026-03-24T11:20:33+0000"
"AZ0fhUxJ2ZP7YcsGqeET","typescript:S7764","MINOR","CODE_SMELL","OPEN",,"Prefer `globalThis.window` over `window`.","salahmostava-sys_muhimmat:frontend/src/hooks/useAppColors.ts","22","2026-03-24T11:04:26+0000"
"AZ0fhUxJ2ZP7YcsGqeEU","typescript:S7764","MINOR","CODE_SMELL","OPEN",,"Prefer `globalThis` over `window`.","salahmostava-sys_muhimmat:frontend/src/hooks/useAppColors.ts","23","2026-03-24T11:04:26+0000"
"AZ0fhUxJ2ZP7YcsGqeEV","typescript:S7764","MINOR","CODE_SMELL","OPEN",,"Prefer `globalThis` over `window`.","salahmostava-sys_muhimmat:frontend/src/hooks/useAppColors.ts","69","2026-03-24T11:04:26+0000"
"AZ0fhUxJ2ZP7YcsGqeEW","typescript:S7764","MINOR","CODE_SMELL","OPEN",,"Prefer `globalThis` over `window`.","salahmostava-sys_muhimmat:frontend/src/hooks/useAppColors.ts","72","2026-03-24T11:04:26+0000"
"AZ0fhUtR2ZP7YcsGqeA-","typescript:S1128","MINOR","CODE_SMELL","OPEN",,"Remove this unused import of 'useCallback'.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","1","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeA_","typescript:S1128","MINOR","CODE_SMELL","OPEN",,"Remove this unused import of 'ChevronDown'.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","2","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBA","typescript:S1128","MINOR","CODE_SMELL","OPEN",,"Remove this unused import of 'ChevronUp'.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","2","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBB","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","106","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBC","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","106","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBD","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","113","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBE","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","114","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBF","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","122","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBG","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","139","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBH","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","181","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBI","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","185","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBJ","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","190","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBK","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","194","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBL","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","198","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBM","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","205","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBN","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","209","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBO","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","213","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBP","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","260","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBQ","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","332","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBR","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","336","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBS","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","337","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBT","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","343","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBU","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","345","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBV","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","357","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBW","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","376","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBX","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","380","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBY","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","384","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBZ","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","389","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBa","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","393","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBb","typescript:S6853","MAJOR","CODE_SMELL","RESOLVED","FIXED","A form label must be associated with a control.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","403","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBc","typescript:S1874","MINOR","CODE_SMELL","OPEN",,"The signature '(...text: string[]): void' of 'win.document.write' is deprecated.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","435","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBd","typescript:S1874","MINOR","CODE_SMELL","OPEN",,"The signature '(...text: string[]): void' of 'win.document.write' is deprecated.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","451","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBe","typescript:S3358","MAJOR","CODE_SMELL","RESOLVED","FIXED","Extract this nested ternary operation into an independent statement.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","494","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBf","typescript:S2681","MAJOR","CODE_SMELL","RESOLVED","FIXED","This statement will not be executed conditionally; only the first statement will be. The rest will execute unconditionally.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","684","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBg","typescript:S6848","MAJOR","CODE_SMELL","RESOLVED","FIXED","Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","689","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBh","typescript:S1082","MINOR","BUG","OPEN",,"Visible, non-interactive elements with click handlers must have at least one keyboard listener.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","689","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBi","typescript:S1854","MAJOR","CODE_SMELL","RESOLVED","FIXED","Remove this useless assignment to variable ""newEmpEntry"".","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","802","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBj","typescript:S1854","MAJOR","CODE_SMELL","RESOLVED","FIXED","Remove this useless assignment to variable ""inlineRowEmpId"".","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","805","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBk","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","840","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBl","typescript:S7773","MINOR","CODE_SMELL","RESOLVED","FIXED","Prefer `Number.parseFloat` over `parseFloat`.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","841","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBm","typescript:S1874","MINOR","CODE_SMELL","OPEN",,"The signature '(blob: Blob): void' of 'reader.readAsBinaryString' is deprecated.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","854","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBn","typescript:S1854","MAJOR","CODE_SMELL","RESOLVED","FIXED","Remove this useless assignment to variable ""isMounted"".","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","872","2026-03-24T11:04:14+0000"
"AZ0fhUtR2ZP7YcsGqeBo","typescript:S4325","MINOR","CODE_SMELL","OPEN",,"This assertion is unnecessary since it does not change the type of the expression.","salahmostava-sys_muhimmat:frontend/src/pages/Advances.tsx","919","2026-03-24T11:04:14+0000"
